county	state	fips	state_code	deaths	deaths_age_adj	crude_rate	year	year_min	year_max	year_list
Sussex County, DE	Delaware	10005	10	125	12.1	10.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Kent County, DE	Delaware	10001	10	162	17.0	15.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
New Castle County, DE	Delaware	10003	10	489	14.7	14.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Sussex County, DE	Delaware	10005	10	205	19.1	16.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
District of Columbia, DC	District of Columbia	11001	11	276	8.2	8.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
District of Columbia, DC	District of Columbia	11001	11	214	6.0	6.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
District of Columbia, DC	District of Columbia	11001	11	718	17.6	18.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Alachua County, FL	Florida	12001	12	46	3.9	3.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Baker County, FL	Florida	12003	12	13	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Bay County, FL	Florida	12005	12	108	11.5	11.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Bradford County, FL	Florida	12007	12	12	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Brevard County, FL	Florida	12009	12	171	6.1	5.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Broward County, FL	Florida	12011	12	729	7.1	7.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Calhoun County, FL	Florida	12013	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Charlotte County, FL	Florida	12015	12	26	4.0	2.9	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Citrus County, FL	Florida	12017	12	63	11.3	8.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Clay County, FL	Florida	12019	12	46	4.8	5.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Collier County, FL	Florida	12021	12	94	6.6	5.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Columbia County, FL	Florida	12023	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
DeSoto County, FL	Florida	12027	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Dixie County, FL	Florida	12029	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Duval County, FL	Florida	12031	12	200	4.0	4.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Escambia County, FL	Florida	12033	12	89	5.1	5.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Flagler County, FL	Florida	12035	12	11	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Franklin County, FL	Florida	12037	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gadsden County, FL	Florida	12039	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gilchrist County, FL	Florida	12041	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Glades County, FL	Florida	12043	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gulf County, FL	Florida	12045	12	12	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hamilton County, FL	Florida	12047	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hardee County, FL	Florida	12049	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hendry County, FL	Florida	12051	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hernando County, FL	Florida	12053	12	78	12.0	9.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Highlands County, FL	Florida	12055	12	17	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hillsborough County, FL	Florida	12057	12	497	7.6	7.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Holmes County, FL	Florida	12059	12	10	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Indian River County, FL	Florida	12061	12	46	7.7	6.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jackson County, FL	Florida	12063	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jefferson County, FL	Florida	12065	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lafayette County, FL	Florida	12067	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lake County, FL	Florida	12069	12	68	5.5	4.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lee County, FL	Florida	12071	12	190	7.6	6.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Leon County, FL	Florida	12073	12	31	2.3	2.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Levy County, FL	Florida	12075	12	18	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Liberty County, FL	Florida	12077	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Madison County, FL	Florida	12079	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Manatee County, FL	Florida	12081	12	153	10.7	9.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Marion County, FL	Florida	12083	12	109	7.4	6.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Martin County, FL	Florida	12085	12	68	10.5	8.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Miami-Dade County, FL	Florida	12086	12	422	3.0	3.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Monroe County, FL	Florida	12087	12	44	8.5	9.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Nassau County, FL	Florida	12089	12	16	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Okaloosa County, FL	Florida	12091	12	55	5.1	5.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Okeechobee County, FL	Florida	12093	12	22	10.5	9.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Orange County, FL	Florida	12095	12	330	5.4	5.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Osceola County, FL	Florida	12097	12	66	5.5	5.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Palm Beach County, FL	Florida	12099	12	413	6.4	5.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pasco County, FL	Florida	12101	12	187	9.5	8.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pinellas County, FL	Florida	12103	12	410	8.0	7.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Polk County, FL	Florida	12105	12	81	2.9	2.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Putnam County, FL	Florida	12107	12	19	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
St. Johns County, FL	Florida	12109	12	27	3.4	3.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
St. Lucie County, FL	Florida	12111	12	95	8.3	7.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Santa Rosa County, FL	Florida	12113	12	51	6.5	6.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sarasota County, FL	Florida	12115	12	201	12.7	9.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Seminole County, FL	Florida	12117	12	92	3.8	4.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sumter County, FL	Florida	12119	12	15	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Suwannee County, FL	Florida	12121	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Taylor County, FL	Florida	12123	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Union County, FL	Florida	12125	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Volusia County, FL	Florida	12127	12	117	4.5	4.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wakulla County, FL	Florida	12129	12	16	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Walton County, FL	Florida	12131	12	23	9.0	8.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Washington County, FL	Florida	12133	12	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Alachua County, FL	Florida	12001	12	71	5.2	4.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Baker County, FL	Florida	12003	12	18	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Bay County, FL	Florida	12005	12	103	10.4	10.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Bradford County, FL	Florida	12007	12	26	14.4	15.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Brevard County, FL	Florida	12009	12	197	6.2	6.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Broward County, FL	Florida	12011	12	809	7.5	7.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Calhoun County, FL	Florida	12013	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Charlotte County, FL	Florida	12015	12	23	3.5	2.4	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Citrus County, FL	Florida	12017	12	68	11.7	8.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Clay County, FL	Florida	12019	12	86	7.7	7.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Collier County, FL	Florida	12021	12	181	10.9	9.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Columbia County, FL	Florida	12023	12	32	8.3	8.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
DeSoto County, FL	Florida	12027	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Dixie County, FL	Florida	12029	12	18	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Duval County, FL	Florida	12031	12	346	6.5	6.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Escambia County, FL	Florida	12033	12	159	9.3	8.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Flagler County, FL	Florida	12035	12	34	7.0	6.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Franklin County, FL	Florida	12037	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gadsden County, FL	Florida	12039	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gilchrist County, FL	Florida	12041	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Glades County, FL	Florida	12043	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gulf County, FL	Florida	12045	12	11	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hamilton County, FL	Florida	12047	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hardee County, FL	Florida	12049	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hendry County, FL	Florida	12051	12	16	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hernando County, FL	Florida	12053	12	121	14.5	11.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Highlands County, FL	Florida	12055	12	20	3.7	3.4	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hillsborough County, FL	Florida	12057	12	1159	15.5	16.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Holmes County, FL	Florida	12059	12	15	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Indian River County, FL	Florida	12061	12	83	12.1	10.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Jackson County, FL	Florida	12063	12	12	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Jefferson County, FL	Florida	12065	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lafayette County, FL	Florida	12067	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lake County, FL	Florida	12069	12	88	6.0	5.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lee County, FL	Florida	12071	12	406	12.6	11.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Leon County, FL	Florida	12073	12	28	1.8	1.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Levy County, FL	Florida	12075	12	28	11.3	11.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Liberty County, FL	Florida	12077	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Madison County, FL	Florida	12079	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Manatee County, FL	Florida	12081	12	300	18.0	15.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Marion County, FL	Florida	12083	12	141	8.3	7.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Martin County, FL	Florida	12085	12	82	11.6	9.4	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Miami-Dade County, FL	Florida	12086	12	470	3.1	3.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Monroe County, FL	Florida	12087	12	47	10.8	10.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Nassau County, FL	Florida	12089	12	35	8.4	8.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Okaloosa County, FL	Florida	12091	12	95	8.3	8.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Okeechobee County, FL	Florida	12093	12	33	14.2	13.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Orange County, FL	Florida	12095	12	583	8.3	8.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Osceola County, FL	Florida	12097	12	127	8.1	8.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Palm Beach County, FL	Florida	12099	12	499	6.9	6.4	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pasco County, FL	Florida	12101	12	291	11.7	10.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pinellas County, FL	Florida	12103	12	426	8.0	7.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Polk County, FL	Florida	12105	12	136	4.1	3.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Putnam County, FL	Florida	12107	12	46	11.7	10.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
St. Johns County, FL	Florida	12109	12	69	6.6	6.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
St. Lucie County, FL	Florida	12111	12	143	9.3	8.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Santa Rosa County, FL	Florida	12113	12	106	11.6	11.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Sarasota County, FL	Florida	12115	12	374	21.2	16.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Seminole County, FL	Florida	12117	12	266	10.3	10.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Sumter County, FL	Florida	12119	12	17	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Suwannee County, FL	Florida	12121	12	18	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Taylor County, FL	Florida	12123	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Union County, FL	Florida	12125	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Volusia County, FL	Florida	12127	12	422	15.5	14.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Wakulla County, FL	Florida	12129	12	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Walton County, FL	Florida	12131	12	43	13.3	13.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Washington County, FL	Florida	12133	12	20	13.6	13.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Alachua County, FL	Florida	12001	12	68	5.1	4.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Baker County, FL	Florida	12003	12	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bay County, FL	Florida	12005	12	130	12.0	12.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bradford County, FL	Florida	12007	12	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Brevard County, FL	Florida	12009	12	256	8.0	7.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Broward County, FL	Florida	12011	12	976	8.6	8.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Calhoun County, FL	Florida	12013	12	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Charlotte County, FL	Florida	12015	12	51	6.9	5.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Citrus County, FL	Florida	12017	12	93	14.8	11.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clay County, FL	Florida	12019	12	209	17.7	17.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Collier County, FL	Florida	12021	12	238	13.5	11.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Columbia County, FL	Florida	12023	12	46	11.0	11.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
DeSoto County, FL	Florida	12027	12	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dixie County, FL	Florida	12029	12	21	20.1	21.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Duval County, FL	Florida	12031	12	1081	19.6	19.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Escambia County, FL	Florida	12033	12	179	9.9	9.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Flagler County, FL	Florida	12035	12	65	12.7	10.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Franklin County, FL	Florida	12037	12	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gadsden County, FL	Florida	12039	12	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gilchrist County, FL	Florida	12041	12	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
